,Bidder681(Route 10),,
bid, cost, maxbid,,
17.57115184968,17.625497943013336,17.57115184968,
12.958256491146667,12.958256491146667,13.370179894480001,
4.0,9.001265823859999,14.171010806186668,
4.0,9.293934717093332,13.61781031908,
8.44591710329333,8.44591710329333,15.918443705279998,
1.4442693216133335,1.4442693216133335,9.7095196646,
0.15529845248666785,0.15529845248666785,14.244993796,
0.08063898330666674,0.08063898330666674,10.373107815906668,
2.07132253432,2.07132253432,18.72380875064,
0.19172365113333356,0.19172365113333356,3.4018159438666666,
0.7290523883666671,0.7290523883666671,13.832021655026667,
0.37250020940666584,0.37250020940666584,11.133023429693333,
1.2886482939799997,1.2886482939799997,18.731130941946667,
0.6873274378000005,0.6873274378000005,12.654680673946668,
0.6642259689799994,0.6642259689799994,13.431107748973334,
1.255855227913334,1.255855227913334,7.011177773906668,
0.7670062572400003,0.7670062572400003,16.04113746816,
1.0595253867799999,1.0595253867799999,13.266481968826668,
0.7386505347066659,0.7386505347066659,1.86687739404,
Strategy,
Create a tight loop just above the depot,
