Depot Name,Location,x,y,commenceTime
DEPOT,HA1 9GF,51.585237,-0.329686,20140610T090000


Visit Name,Location,x,y,windowStart,windowEnd,visitLength,Transport Mode
v61,W5 5RN,51.50431,-0.304247,20140610T090000,20140610T170000,30.0,Public Transport
v56,W3 7TB,51.558951,-0.19246,20140610T090000,20140610T170000,30.0,Public Transport
v9,SE19 3DX,51.414883,-0.094835,20140610T090000,20140610T170000,30.0,Public Transport
v30,SE19 2QJ,51.411828,-0.084536,20140610T090000,20140610T170000,30.0,Public Transport
v46,SE21 8BX,51.431052,-0.089875,20140610T090000,20140610T170000,30.0,Public Transport
v16,SE22 8AD,51.464181,-0.082748,20140610T090000,20140610T170000,30.0,Public Transport
v49,SE1 6TJ,51.494747,-0.098768,20140610T090000,20140610T170000,30.0,Public Transport
Route Name,Route0
Time,625.0
Emissions,20.155190199000003
Distance,84.630598172
Cost,198.8

Visit Name,Location,x,y,windowStart,windowEnd,visitLength,Transport Mode
v87,E18 2DB,51.584378,0.016379,20140610T090000,20140610T170000,30.0,Car
v75,E7 0AF,51.55368,0.019868,20140610T090000,20140610T170000,30.0,Public Transport
v79,E3 5AT,51.527998,-0.035217,20140610T090000,20140610T170000,30.0,Public Transport
v15,SE15 5SZ,51.475094,-0.066594,20140610T090000,20140610T170000,30.0,Public Transport
v82,SE15 2UJ,51.475983,-0.062179,20140610T090000,20140610T170000,30.0,Public Transport
v35,SE17 1TS,51.490383,-0.084199,20140610T090000,20140610T170000,30.0,Public Transport
v55,W1H 7JB,51.514839,-0.158666,20140610T090000,20140610T170000,30.0,Public Transport
Returning to Car,E18 2DB,51.584378,0.016379,20140610T090000,20140610T090000,0.0,Public Transport
Route Name,Route1
Time,703.47708333
Emissions,35.222949282
Distance,110.16728355
Cost,227.16516673613336

Visit Name,Location,x,y,windowStart,windowEnd,visitLength,Transport Mode
v93,NW6 2QT,51.546726,-0.199738,20140610T090000,20140610T170000,30.0,Public Transport
v60,W2 1EB,51.566901,-0.209532,20140610T090000,20140610T170000,30.0,Public Transport
v62,SW1H 9EU,51.499117,-0.136824,20140610T090000,20140610T170000,30.0,Public Transport
v6,SE19 3NF,51.422435,-0.105294,20140610T090000,20140610T170000,30.0,Public Transport
v7,SE22 8RP,51.457684,-0.077003,20140610T090000,20140610T170000,30.0,Public Transport
v50,SE15 4DA,51.462937,-0.077042,20140610T090000,20140610T170000,30.0,Public Transport
v34,SE5 8PF,51.471194,-0.084326,20140610T090000,20140610T170000,30.0,Public Transport
v19,SE17 3RD,51.487667,-0.104147,20140610T090000,20140610T170000,30.0,Public Transport
Route Name,Route2
Time,614.0
Emissions,14.378854554000002
Distance,75.443579585
Cost,195.8

Visit Name,Location,x,y,windowStart,windowEnd,visitLength,Transport Mode
v69,N13 4HP,51.616427,-0.121825,20140610T090000,20140610T170000,30.0,Car
v73,E6 9SN,51.532761,0.055219,20140610T090000,20140610T170000,30.0,Car
v76,E7 8DT,51.544112,0.034429,20140610T090000,20140610T170000,30.0,Public Transport
v78,E3 5AA,51.527185,-0.034503,20140610T090000,20140610T170000,30.0,Public Transport
v14,SE1 4QA,51.498117,-0.083716,20140610T090000,20140610T170000,30.0,Public Transport
v74,N1 9JP,51.651933,-0.077091,20140610T090000,20140610T170000,30.0,Public Transport
v65,SW18 9SL,51.457384,-0.190862,20140610T090000,20140610T170000,30.0,Public Transport
Returning to Car,E6 9SN,51.532761,0.055219,20140610T090000,20140610T090000,0.0,Public Transport
Route Name,Route3
Time,759.27363734
Emissions,39.088220107999994
Distance,161.90199588
Cost,248.22366193826667

Visit Name,Location,x,y,windowStart,windowEnd,visitLength,Transport Mode
v91,NW4 2DH,51.586223,-0.221172,20140610T090000,20140610T170000,30.0,Car
v58,W1T 3QG,51.51701,-0.137794,20140610T090000,20140610T170000,30.0,Car
v107,SW11 4LG,51.475275,-0.150842,20140610T090000,20140610T170000,30.0,Public Transport
v4,SE1 1GE,51.503839,-0.092121,20140610T090000,20140610T170000,30.0,Public Transport
v102,CR4 3QX,51.407037,-0.178255,20140610T090000,20140610T170000,30.0,Public Transport
v109,W1S 2HU,51.512255,-0.141361,20140610T090000,20140610T170000,30.0,Public Transport
v84,W1U 4ED,51.518776,-0.153376,20140610T090000,20140610T170000,30.0,Public Transport
Returning to Car,W1T 3QG,51.51701,-0.137794,20140610T090000,20140610T090000,0.0,Public Transport
Route Name,Route4
Time,583.65005546
Emissions,29.781843115
Distance,86.05038501700001
Cost,194.3561876027333

Visit Name,Location,x,y,windowStart,windowEnd,visitLength,Transport Mode
v42,SE7 8NE,51.491891,0.035502,20140610T090000,20140610T170000,30.0,Car
v108,SE13 6TZ,51.446221,-0.004004,20140610T090000,20140610T170000,30.0,Public Transport
v48,SE3 7DF,51.475516,0.022994,20140610T090000,20140610T170000,30.0,Public Transport
v5,SE8 4HZ,51.471391,-0.024115,20140610T090000,20140610T170000,30.0,Public Transport
v98,SW2 1QA,51.456114,-0.109283,20140610T090000,20140610T170000,30.0,Public Transport
v99,SW2 2AD,51.450971,-0.121039,20140610T090000,20140610T170000,30.0,Public Transport
v100,SW2 1LR,51.45674,-0.113504,20140610T090000,20140610T170000,30.0,Public Transport
Returning to Car,SE7 8NE,51.491891,0.035502,20140610T090000,20140610T090000,0.0,Public Transport
Route Name,Route5
Time,775.68046809
Emissions,39.153917881000005
Distance,116.996358732
Cost,251.53854289260002

Visit Name,Location,x,y,windowStart,windowEnd,visitLength,Transport Mode
v106,NW10 9UL,51.544184,-0.24567,20140610T090000,20140610T170000,30.0,Car
v96,SW1P 4PX,51.489465,-0.130389,20140610T090000,20140610T170000,30.0,Car
v95,SW1P 4BB,51.492146,-0.131072,20140610T090000,20140610T170000,30.0,Public Transport
v10,SE24 0EF,51.454033,-0.104576,20140610T090000,20140610T170000,30.0,Public Transport
v67,SW9 6LW,51.472675,-0.1124,20140610T090000,20140610T170000,30.0,Public Transport
v70,SW17 9AG,51.423335,-0.165208,20140610T090000,20140610T170000,30.0,Public Transport
v66,SW12 8LH,51.445845,-0.159572,20140610T090000,20140610T170000,30.0,Public Transport
v57,W1J 5HQ,51.507122,-0.146599,20140610T090000,20140610T170000,30.0,Public Transport
Returning to Car,SW1P 4PX,51.489465,-0.130389,20140610T090000,20140610T090000,0.0,Public Transport
Route Name,Route6
Time,634.51622545
Emissions,24.558294162999996
Distance,77.604007358
Cost,210.22887089366668

Visit Name,Location,x,y,windowStart,windowEnd,visitLength,Transport Mode
v86,N1 9JJ,51.651933,-0.077091,20140610T090000,20140610T170000,30.0,Public Transport
v53,SE11 6PT,51.492973,-0.115869,20140610T090000,20140610T170000,30.0,Public Transport
v3,SE20 8LB,51.411851,-0.059126,20140610T090000,20140610T170000,30.0,Public Transport
v39,SE26 6BP,51.424959,-0.064942,20140610T090000,20140610T170000,30.0,Public Transport
v36,SE26 6HP,51.426178,-0.061956,20140610T090000,20140610T170000,30.0,Public Transport
v24,SE25 4TY,51.401113,-0.067804,20140610T090000,20140610T170000,30.0,Public Transport
v45,SE25 4DQ,51.403127,-0.072679,20140610T090000,20140610T170000,30.0,Public Transport
v47,SE25 4XL,51.399524,-0.07999,20140610T090000,20140610T170000,30.0,Public Transport
v20,SE25 5PD,51.38934,-0.090176,20140610T090000,20140610T170000,30.0,Public Transport
Route Name,Route7
Time,651.0
Emissions,16.93445886
Distance,100.59483932299999
Cost,198.13333333333335

Visit Name,Location,x,y,windowStart,windowEnd,visitLength,Transport Mode
v72,W6 9RH,51.535984,-0.194754,20140610T090000,20140610T170000,30.0,Car
v83,SW17 0JZ,51.43594,-0.184673,20140610T090000,20140610T170000,30.0,Car
v22,SE22 8HA,51.454919,-0.076731,20140610T090000,20140610T170000,30.0,Car
v13,SE6 1ES,51.439774,-0.0104,20140610T090000,20140610T170000,30.0,Public Transport
v54,SE6 3TJ,51.434954,-0.023113,20140610T090000,20140610T170000,30.0,Public Transport
v77,BR1 1BQ,51.408139,0.015834,20140610T090000,20140610T170000,30.0,Public Transport
v52,SE12 0JQ,51.441768,0.01871,20140610T090000,20140610T170000,30.0,Public Transport
v51,SE4 1YB,51.465709,-0.026866,20140610T090000,20140610T170000,30.0,Public Transport
Returning to Car,SE22 8HA,51.454919,-0.076731,20140610T090000,20140610T090000,0.0,Public Transport
Route Name,Route8
Time,701.49188657
Emissions,36.170166362
Distance,94.73039770899999
Cost,226.92282255528

Visit Name,Location,x,y,windowStart,windowEnd,visitLength,Transport Mode
v85,W6 9RW,51.488684,-0.22657,20140610T090000,20140610T170000,30.0,Car
v63,W5 5JY,51.51279,-0.302995,20140610T090000,20140610T170000,30.0,Car
v104,IG5 0RW,51.596486,0.060159,20140610T090000,20140610T170000,30.0,Car
v81,IG11 0RJ,51.5312,0.120679,20140610T090000,20140610T170000,30.0,Car
v80,IG11 0RD,51.529397,0.108902,20140610T090000,20140610T170000,30.0,Car
v11,SE16 6AU,51.500401,-0.043407,20140610T090000,20140610T170000,30.0,Public Transport
v90,E1 6NP,51.521656,-0.075247,20140610T090000,20140610T170000,30.0,Public Transport
v92,NW4 2JT,51.588442,-0.211572,20140610T090000,20140610T170000,30.0,Public Transport
Returning to Car,IG11 0RD,51.529397,0.108902,20140610T090000,20140610T090000,0.0,Public Transport
Route Name,Route9
Time,875.267489694
Emissions,72.863333636
Distance,170.36426520999999
Cost,288.2787870975334

Visit Name,Location,x,y,windowStart,windowEnd,visitLength,Transport Mode
v88,E18 2JF,51.593824,0.01827,20140610T090000,20140610T170000,30.0,Car
v89,E11 1DZ,51.569612,-0.003582,20140610T090000,20140610T170000,30.0,Public Transport
v1,SE23 3NN,51.44797,-0.049132,20140610T090000,20140610T170000,30.0,Public Transport
v44,SE23 3NA,51.445051,-0.052005,20140610T090000,20140610T170000,30.0,Public Transport
v27,SE15 4HA,51.463758,-0.0668,20140610T090000,20140610T170000,30.0,Public Transport
v17,SE15 6TE,51.480644,-0.067814,20140610T090000,20140610T170000,30.0,Public Transport
v32,SE1 2SS,51.506106,-0.087199,20140610T090000,20140610T170000,30.0,Public Transport
v59,W1J 8PD,51.507805,-0.144827,20140610T090000,20140610T170000,30.0,Public Transport
Returning to Car,E18 2JF,51.593824,0.01827,20140610T090000,20140610T090000,0.0,Public Transport
Route Name,Route10
Time,741.56696649
Emissions,37.047128031
Distance,116.821021712
Cost,238.93859909846668

Visit Name,Location,x,y,windowStart,windowEnd,visitLength,Transport Mode
v68,SM5 4PB,51.350379,-0.170508,20140610T090000,20140610T170000,30.0,Car
v103,W3 7JU,51.508973,-0.250654,20140610T090000,20140610T170000,30.0,Car
v71,E6 6AQ,51.525592,0.063488,20140610T090000,20140610T170000,30.0,Car
v8,SE16 5QU,51.504227,-0.048517,20140610T090000,20140610T170000,30.0,Public Transport
v25,SE16 7PF,51.496001,-0.039446,20140610T090000,20140610T170000,30.0,Public Transport
v64,SW1H 9HP,51.501001,-0.130911,20140610T090000,20140610T170000,30.0,Public Transport
v97,SW1V 1NP,51.492683,-0.144462,20140610T090000,20140610T170000,30.0,Public Transport
v94,NW6 3AA,51.541873,-0.190584,20140610T090000,20140610T170000,30.0,Public Transport
Returning to Car,E6 6AQ,51.525592,0.063488,20140610T090000,20140610T090000,0.0,Public Transport
Route Name,Route11
Time,885.4899504499999
Emissions,72.808740621
Distance,172.09637935199999
Cost,303.0282504928

Visit Name,Location,x,y,windowStart,windowEnd,visitLength,Transport Mode
v101,EN2 0DY,51.666493,-0.080465,20140610T090000,20140610T170000,30.0,Car
v37,SE18 7BZ,51.490921,0.071372,20140610T090000,20140610T170000,30.0,Car
v2,SE9 5TG,51.44948,0.050483,20140610T090000,20140610T170000,30.0,Public Transport
v28,SE9 5QR,51.44146,0.050412,20140610T090000,20140610T170000,30.0,Public Transport
v43,SE12 8SS,51.455336,0.012558,20140610T090000,20140610T170000,30.0,Public Transport
v110,SE12 8PB,51.454711,0.005953,20140610T090000,20140610T170000,30.0,Public Transport
v21,SE4 1QR,51.463509,-0.035628,20140610T090000,20140610T170000,30.0,Public Transport
v41,SE14 5TJ,51.469307,-0.046235,20140610T090000,20140610T170000,30.0,Public Transport
v23,SE14 6EB,51.481142,-0.035014,20140610T090000,20140610T170000,30.0,Public Transport
Returning to Car,SE18 7BZ,51.490921,0.071372,20140610T090000,20140610T090000,0.0,Public Transport
Route Name,Route12
Time,738.65439868
Emissions,40.398207371999995
Distance,122.38579362700001
Cost,249.37565196986668

Visit Name,Location,x,y,windowStart,windowEnd,visitLength,Transport Mode
v105,SM6 8SW,51.361415,-0.146037,20140610T090000,20140610T170000,30.0,Car
v38,SE28 8LW,51.508975,0.117888,20140610T090000,20140610T170000,30.0,Car
v33,SE2 0EF,51.498497,0.10445,20140610T090000,20140610T170000,30.0,Car
v12,SE9 5DL,51.450285,0.055917,20140610T090000,20140610T170000,30.0,Public Transport
v29,SE9 2LL,51.446535,0.08289,20140610T090000,20140610T170000,30.0,Public Transport
v31,SE12 8BP,51.451997,0.026286,20140610T090000,20140610T170000,30.0,Public Transport
v26,SE12 9ET,51.44304,0.020551,20140610T090000,20140610T170000,30.0,Public Transport
v40,SE12 9QB,51.435783,0.026763,20140610T090000,20140610T170000,30.0,Public Transport
v18,SE12 9TZ,51.432583,0.027743,20140610T090000,20140610T170000,30.0,Public Transport
Returning to Car,SE2 0EF,51.498497,0.10445,20140610T090000,20140610T090000,0.0,Public Transport
Route Name,Route13
Time,812.674495696
Emissions,64.314537497
Distance,140.664436369
Cost,272.41405000366

